id;nome;estado_id;codigo_ibge;;;44;Nossa Senhora do Livramento Monsenhor Tabosa
185;Traipu;2;9202;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Traipu','9202','2');;
186;União dos Palmares;2;9301;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('União dos Palmares','9301','2');;
187;Usina Camaçari Coruripe;2;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Usina Camaçari Coruripe','0','2');;
188;Viçosa;2;9400;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Viçosa','9400','2');;
189;Vila Aparecida Arapiraca;2;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Aparecida Arapiraca','0','2');;
190;Vila São Francisco Arapiraca;2;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila São Francisco Arapiraca','0','2');;
191;Alvarães;3;29;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alvarães','29','3');;
192;Amatari Itacoatiara;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amatari Itacoatiara','0','3');;
193;Amaturá;3;60;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amaturá','60','3');;
194;Anamã;3;86;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Anamã','86','3');;
195;Anori;3;102;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Anori','102','3');;
196;Apuí;3;144;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Apuí','144','3');;
197;Ariaú Barreirinha;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ariaú Barreirinha','0','3');;
198;Atalaia do Norte;3;201;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Atalaia do Norte','201','3');;
199;Augusto Montenegro Urucurituba;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Augusto Montenegro Urucurituba','0','3');;
200;Autazes;3;300;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Autazes','300','3');;
201;Axinim Borba;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Axinim Borba','0','3');;
202;Badajós Codajás;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Badajós Codajás','0','3');;
203;Balbina Presidente Figueiredo;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Balbina Presidente Figueiredo','0','3');;
204;Barcelos;3;409;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Barcelos','409','3');;
205;Barreirinha;3;508;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Barreirinha','508','3');;
206;Benjamin Constant;3;607;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Benjamin Constant','607','3');;
207;Beruri;3;631;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Beruri','631','3');;
208;Boa Vista do Ramos;3;680;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Boa Vista do Ramos','680','3');;
209;Boca do Acre;3;706;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Boca do Acre','706','3');;
210;Borba;3;805;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Borba','805','3');;
211;Caapiranga;3;839;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Caapiranga','839','3');;
212;Cametá Barreirinha;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cametá Barreirinha','0','3');;
213;Canumã Borba;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Canumã Borba','0','3');;
214;Canutama;3;904;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Canutama','904','3');;
215;Carauari;3;1001;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Carauari','1001','3');;
216;Careiro;3;1100;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Careiro','1100','3');;
217;Careiro da Várzea;3;1159;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Careiro da Várzea','1159','3');;
218;Carvoeiro Barcelos;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Carvoeiro Barcelos','0','3');;
219;Coari;3;1209;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Coari','1209','3');;
220;Codajás;3;1308;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Codajás','1308','3');;
221;Cucuí São Gabriel da Cachoeira;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cucuí São Gabriel da Cachoeira','0','3');;
222;Eirunepé;3;1407;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Eirunepé','1407','3');;
223;Envira;3;1506;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Envira','1506','3');;
224;Floriano Peixoto Boca do Acre;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Floriano Peixoto Boca do Acre','0','3');;
225;Fonte Boa;3;1605;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Fonte Boa','1605','3');;
226;Freguesia do Andirá Barreirinha;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Freguesia do Andirá Barreirinha','0','3');;
227;Guajará;3;1654;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Guajará','1654','3');;
228;Humaitá;3;1704;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Humaitá','1704','3');;
229;Iauaretê São Gabriel da Cachoeira;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Iauaretê São Gabriel da Cachoeira','0','3');;
230;Içanã São Gabriel da Cachoeira;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Içanã São Gabriel da Cachoeira','0','3');;
231;Ipixuna;3;1803;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ipixuna','1803','3');;
232;Iranduba;3;1852;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Iranduba','1852','3');;
233;Itacoatiara;3;1902;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itacoatiara','1902','3');;
234;Itamarati;3;1951;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itamarati','1951','3');;
235;Itapiranga;3;2009;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itapiranga','2009','3');;
236;Japurá;3;2108;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Japurá','2108','3');;
237;Juruá;3;2207;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Juruá','2207','3');;
238;Jutaí;3;2306;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jutaí','2306','3');;
239;Lábrea;3;2405;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lábrea','2405','3');;
240;Lago Preto Boa Vista do Ramos;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lago Preto Boa Vista do Ramos','0','3');;
241;Manacapuru;3;2504;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Manacapuru','2504','3');;
242;Manaquiri;3;2553;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Manaquiri','2553','3');;
243;Manaus;3;2603;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Manaus','2603','3');;
244;Manicoré;3;2702;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Manicoré','2702','3');;
245;Maraã;3;2801;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Maraã','2801','3');;
246;Massauari Boa Vista do Ramos;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Massauari Boa Vista do Ramos','0','3');;
247;Maués;3;2900;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Maués','2900','3');;
248;Mocambo Parintins;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mocambo Parintins','0','3');;
249;Moura Barcelos;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Moura Barcelos','0','3');;
250;Murutinga Autazes;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Murutinga Autazes','0','3');;
251;Nhamundá;3;3007;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nhamundá','3007','3');;
252;Nova Olinda do Norte;3;3106;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Olinda do Norte','3106','3');;
253;Novo Airão;3;3205;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Airão','3205','3');;
254;Novo Aripuanã;3;3304;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Aripuanã','3304','3');;
255;Osório da Fonseca Maués;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Osório da Fonseca Maués','0','3');;
256;Parintins;3;3403;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Parintins','3403','3');;
257;Pauini;3;3502;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pauini','3502','3');;
258;Pedras Barreirinha;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pedras Barreirinha','0','3');;
259;Presidente Figueiredo;3;3536;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Presidente Figueiredo','3536','3');;
260;Repartimento Maués;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Repartimento Maués','0','3');;
261;Rio Preto da Eva;3;3569;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Preto da Eva','3569','3');;
262;Santa Isabel do Rio Negro;3;3601;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Isabel do Rio Negro','3601','3');;
263;Santa Rita São Paulo de Olivença;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rita São Paulo de Olivença','0','3');;
264;Santo Antônio do Içá;3;3700;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio do Içá','3700','3');;
265;São Felipe São Gabriel da Cachoeira;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Felipe São Gabriel da Cachoeira','0','3');;
266;São Gabriel da Cachoeira;3;3809;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Gabriel da Cachoeira','3809','3');;
267;São Paulo de Olivença;3;3908;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Paulo de Olivença','3908','3');;
268;São Sebastião do Uatumã;3;3957;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Sebastião do Uatumã','3957','3');;
269;Silves;3;4005;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Silves','4005','3');;
270;Tabatinga;3;4062;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tabatinga','4062','3');;
271;Tapauá;3;4104;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tapauá','4104','3');;
272;Tefé;3;4203;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tefé','4203','3');;
273;Tonantins;3;4237;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tonantins','4237','3');;
274;Uarini;3;4260;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uarini','4260','3');;
275;Urucará;3;4302;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Urucará','4302','3');;
276;Urucurituba;3;4401;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Urucurituba','4401','3');;
277;Vila Pitinga Presidente Figueiredo;3;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Pitinga Presidente Figueiredo','0','3');;
278;Abacate da Pedreira Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abacate da Pedreira Macapá','0','4');;
279;Serra do Navio;4;55;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Serra do Navio','55','4');;
280;Amapá;4;105;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amapá','105','4');;
281;Amapari;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amapari','0','4');;
282;Ambé Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ambé Macapá','0','4');;
283;Aporema Tartarugalzinho;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Aporema Tartarugalzinho','0','4');;
284;Ariri Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ariri Macapá','0','4');;
285;Bailique Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Bailique Macapá','0','4');;
286;Boca do Jari Laranjal do Jari;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Boca do Jari Laranjal do Jari','0','4');;
287;Calçoene;4;204;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Calçoene','204','4');;
288;Cantanzal Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cantanzal Macapá','0','4');;
289;Carmo Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Carmo Macapá','0','4');;
290;Clevelândia do Norte Oiapoque;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Clevelândia do Norte Oiapoque','0','4');;
291;Corre Água Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Corre Água Macapá','0','4');;
292;Cunani Calçoene;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cunani Calçoene','0','4');;
293;Curiaú Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Curiaú Macapá','0','4');;
294;Cutias;4;212;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cutias','212','4');;
295;Fazendinha Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Fazendinha Macapá','0','4');;
296;Ferreira Gomes;4;238;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ferreira Gomes','238','4');;
297;Fortaleza Santana;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Fortaleza Santana','0','4');;
298;Gaivota Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Gaivota Macapá','0','4');;
299;Gurupora Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Gurupora Macapá','0','4');;
300;Igarapé do Lago Santana;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Igarapé do Lago Santana','0','4');;
301;Ilha de Santana Santana;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ilha de Santana Santana','0','4');;
302;Inajá Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Inajá Macapá','0','4');;
303;Itaubal;4;253;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itaubal','253','4');;
304;Laranjal do Jari;4;279;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Laranjal do Jari','279','4');;
305;Livramento do Pacuí Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Livramento do Pacuí Macapá','0','4');;
306;Lourenço Calçoene;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lourenço Calçoene','0','4');;
307;Macapá;4;303;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Macapá','303','4');;
308;Mazagão;4;402;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mazagão','402','4');;
309;Mazagão Velho Mazagão;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mazagão Velho Mazagão','0','4');;
310;Oiapoque;4;501;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Oiapoque','501','4');;
311;Paredão Ferreira Gomes;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Paredão Ferreira Gomes','0','4');;
312;Porto Grande;4;535;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto Grande','535','4');;
313;Pracuúba;4;550;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pracuúba','550','4');;
314;Santa Luzia do Pacuí Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Luzia do Pacuí Macapá','0','4');;
315;Santa Maria Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Maria Macapá','0','4');;
316;Santana;4;600;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santana','600','4');;
317;São Joaquim do Pacuí Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Joaquim do Pacuí Macapá','0','4');;
318;São Sebastião do Livramento Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Sebastião do Livramento Macapá','0','4');;
319;São Tomé Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Tomé Macapá','0','4');;
320;Serra do Navio Macapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Serra do Navio Macapá','0','4');;
321;Sucuriju Amapá;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sucuriju Amapá','0','4');;
322;Tartarugalzinho;4;709;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tartarugalzinho','709','4');;
323;Vila Velha Oiapoque;4;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Velha Oiapoque','0','4');;
324;Vitória do Jari;4;808;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vitória do Jari','808','4');;
325;Abadia Jandaíra;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abadia Jandaíra','0','5');;
326;Abaíra;5;108;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abaíra','108','5');;
327;Abaré;5;207;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abaré','207','5');;
328;Abelhas Vitória da Conquista;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abelhas Vitória da Conquista','0','5');;
329;Abóbora Juazeiro;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abóbora Juazeiro','0','5');;
330;Abrantes Camaçari;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abrantes Camaçari','0','5');;
331;Acajutiba;5;306;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Acajutiba','306','5');;
332;Açu da Torre Mata de São João;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Açu da Torre Mata de São João','0','5');;
333;Açudina Santa Maria da Vitória;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Açudina Santa Maria da Vitória','0','5');;
334;Acupe Santo Amaro;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Acupe Santo Amaro','0','5');;
335;Adustina;5;355;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Adustina','355','5');;
336;Afligidos São Gonçalo dos Campos;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Afligidos São Gonçalo dos Campos','0','5');;
337;Afrânio Peixoto Lençóis;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Afrânio Peixoto Lençóis','0','5');;
338;Água Doce Ibicuí;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Água Doce Ibicuí','0','5');;
339;Água Fria;5;405;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Água Fria','405','5');;
340;Águas do Paulista Paratinga;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Águas do Paulista Paratinga','0','5');;
341;Aiquara;5;603;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Aiquara','603','5');;
342;Alagoinhas;5;702;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alagoinhas','702','5');;
343;Alcobaça;5;801;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alcobaça','801','5');;
344;Alegre Condeúba;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alegre Condeúba','0','5');;
345;Algodão Ibirataia;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Algodão Ibirataia','0','5');;
346;Algodões Quijingue;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Algodões Quijingue','0','5');;
347;Almadina;5;900;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Almadina','900','5');;
348;Alto Bonito Mundo Novo;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alto Bonito Mundo Novo','0','5');;
349;Amado Bahia Mata de São João;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amado Bahia Mata de São João','0','5');;
350;Amaniú Sento Sé;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amaniú Sento Sé','0','5');;
351;Amargosa;5;1007;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amargosa','1007','5');;
352;Amélia Rodrigues;5;1106;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amélia Rodrigues','1106','5');;
353;América Dourada;5;1155;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('América Dourada','1155','5');;
354;Américo Alves Sento Sé;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Américo Alves Sento Sé','0','5');;
355;Anagé;5;1205;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Anagé','1205','5');;
356;Andaraí;5;1304;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Andaraí','1304','5');;
357;Andorinha;5;1353;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Andorinha','1353','5');;
358;Angical;5;1403;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Angical','1403','5');;
359;Angico Mairi;5;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Angico Mairi','0','5');;
360;Anguera;5;1502;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Anguera','1502','5');;
361;Antas;5;1601;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Antas','1601','5');;
362;Antônio Cardoso;5;1700;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Antônio Cardoso','1700','5');;
363;Antônio Gonçalves;5;1809;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Antônio Gonçalves','1809','5');;
